iso_code,year,disease,value,income_group,country_name,source
SEN,2020,Tuberculosis,3328319.786114583,Lower middle income,Senegal,Out-of-pocket & other private *
SLE,2021,Tuberculosis,518735.9146973475,Low income,Sierra Leone,Domestic government
SLE,2021,Tuberculosis,3145006.109116251,Low income,Sierra Leone,External aid
SLE,2021,Tuberculosis,1408858.5900497613,Low income,Sierra Leone,Out-of-pocket & other private *
ZAF,2019,Tuberculosis,428269937.80385417,Upper middle income,South Africa,Domestic government
ZAF,2019,Tuberculosis,14763987.686942887,Upper middle income,South Africa,External aid
ZAF,2015,Tuberculosis,2248.1469742804784,Upper middle income,South Africa,Out-of-pocket & other private *
SSD,2019,Tuberculosis,8338639.422947661,Low income,South Sudan,External aid
SSD,2019,Tuberculosis,10.021042568534272,Low income,South Sudan,Out-of-pocket & other private *
LKA,2019,Tuberculosis,11531946.143523835,Lower middle income,Sri Lanka,Domestic government
LKA,2018,Tuberculosis,4005400.4303406104,Lower middle income,Sri Lanka,External aid
LKA,2019,Tuberculosis,1668665.7117167865,Lower middle income,Sri Lanka,Out-of-pocket & other private *
SDN,2019,Tuberculosis,1216764.4949471727,Low income,Sudan,Domestic government
SDN,2019,Tuberculosis,2621533.1974713057,Low income,Sudan,External aid
SDN,2019,Tuberculosis,501038.0851605376,Low income,Sudan,Out-of-pocket & other private *
TJK,2019,Tuberculosis,5652399.835769108,Lower middle income,Tajikistan,Domestic government
TJK,2018,Tuberculosis,2810675.244570884,Lower middle income,Tajikistan,External aid
TJK,2019,Tuberculosis,374782.9842121224,Lower middle income,Tajikistan,Out-of-pocket & other private *
TZA,2019,Tuberculosis,6301617.5799808465,Lower middle income,Tanzania,Domestic government
TZA,2019,Tuberculosis,13491489.491524065,Lower middle income,Tanzania,External aid
TZA,2019,Tuberculosis,4624567.0337463925,Lower middle income,Tanzania,Out-of-pocket & other private *
TGO,2021,Tuberculosis,128319.78120048791,Low income,Togo,Domestic government
TGO,2021,Tuberculosis,588920.2780694688,Low income,Togo,External aid
TGO,2020,Tuberculosis,185.3682612524579,Low income,Togo,Out-of-pocket & other private *
TUN,2017,Tuberculosis,1513540.0665495177,Lower middle income,Tunisia,Domestic government
TUN,2017,Tuberculosis,1634632.3418065098,Lower middle income,Tunisia,External aid
TUN,2017,Tuberculosis,89554.9180576087,Lower middle income,Tunisia,Out-of-pocket & other private *
UGA,2019,Tuberculosis,224810.84386772383,Low income,Uganda,Domestic government
UGA,2019,Tuberculosis,14049433.248253481,Low income,Uganda,External aid
UGA,2019,Tuberculosis,707548.4056341664,Low income,Uganda,Out-of-pocket & other private *
UKR,2020,Tuberculosis,95906665.61452827,Lower middle income,Ukraine,Domestic government
UKR,2020,Tuberculosis,6612392.55640597,Lower middle income,Ukraine,Out-of-pocket & other private *
UZB,2019,Tuberculosis,82426456.40634565,Lower middle income,Uzbekistan,Domestic government
UZB,2018,Tuberculosis,2197693.658760126,Lower middle income,Uzbekistan,External aid
UZB,2018,Tuberculosis,68244170.89287245,Lower middle income,Uzbekistan,Out-of-pocket & other private *
ZMB,2016,Tuberculosis,4118046.6311057024,Low income,Zambia,Domestic government
ZMB,2016,Tuberculosis,1844684.7435805255,Low income,Zambia,Out-of-pocket & other private *
AFG,2021,Malaria,63485.37377148057,Low income,Afghanistan,Domestic government
AFG,2021,Malaria,3031910.7203575983,Low income,Afghanistan,External aid
AFG,2021,Malaria,20694225.916696075,Low income,Afghanistan,Out-of-pocket & other private *
ARM,2020,Malaria,0.0,Upper middle income,Armenia,Domestic government
ARM,2020,Malaria,0.0,Upper middle income,Armenia,External aid
ARM,2018,Malaria,0.0,Upper middle income,Armenia,Out-of-pocket & other private *
BLR,2020,Malaria,49.06928230767026,Upper middle income,Belarus,Domestic government
BLR,2020,Malaria,0.0,Upper middle income,Belarus,External aid
BEN,2018,Malaria,7630726.173853057,Lower middle income,Benin,Domestic government
BEN,2018,Malaria,40277510.12096664,Lower middle income,Benin,External aid
BEN,2018,Malaria,36818677.4787241,Lower middle income,Benin,Out-of-pocket & other private *
BWA,2019,Malaria,53379597.30007133,Upper middle income,Botswana,Domestic government
BWA,2019,Malaria,1692911.99568822,Upper middle income,Botswana,External aid
BWA,2019,Malaria,9920829.043958994,Upper middle income,Botswana,Out-of-pocket & other private *
BFA,2021,Malaria,60359582.520029,Low income,Burkina Faso,Domestic government
BFA,2021,Malaria,83407267.54998006,Low income,Burkina Faso,External aid
BFA,2021,Malaria,68166225.54841676,Low income,Burkina Faso,Out-of-pocket & other private *
BDI,2020,Malaria,19609140.11301957,Low income,Burundi,Domestic government
BDI,2020,Malaria,42615600.07507237,Low income,Burundi,External aid
BDI,2020,Malaria,25040265.681101065,Low income,Burundi,Out-of-pocket & other private *
CPV,2019,Malaria,56953.22983407691,Lower middle income,Cabo Verde,Domestic government
CPV,2019,Malaria,843635.3511203167,Lower middle income,Cabo Verde,External aid
CPV,2014,Malaria,16993.030318887817,Lower middle income,Cabo Verde,Out-of-pocket & other private *
KHM,2019,Malaria,1597548.5476237345,Lower middle income,Cambodia,Domestic government
KHM,2019,Malaria,9545123.825227102,Lower middle income,Cambodia,External aid
KHM,2019,Malaria,1472452.47307042,Lower middle income,Cambodia,Out-of-pocket & other private *
CMR,2019,Malaria,20342093.498357378,Lower middle income,Cameroon,Domestic government
CMR,2019,Malaria,28093139.50835866,Lower middle income,Cameroon,External aid
CMR,2019,Malaria,149866718.6259621,Lower middle income,Cameroon,Out-of-pocket & other private *
CAF,2019,Malaria,5676965.038541816,Low income,Central African Republic,Domestic government
CAF,2019,Malaria,19143084.779076982,Low income,Central African Republic,External aid
CAF,2019,Malaria,45149708.60306797,Low income,Central African Republic,Out-of-pocket & other private *
TCD,2019,Malaria,17186567.90841043,Low income,Chad,Domestic government
TCD,2019,Malaria,14217036.183254352,Low income,Chad,External aid
TCD,2019,Malaria,73693105.97269823,Low income,Chad,Out-of-pocket & other private *
COM,2019,Malaria,14650.901309792955,Lower middle income,Comoros,Domestic government
COM,2019,Malaria,2539865.1638525235,Lower middle income,Comoros,External aid
COM,2019,Malaria,748149.8527895906,Lower middle income,Comoros,Out-of-pocket & other private *
COG,2020,Malaria,80336546.29627346,Lower middle income,Congo Republic,Domestic government
COG,2020,Malaria,12478857.622331923,Lower middle income,Congo Republic,External aid
COG,2020,Malaria,69049896.02115785,Lower middle income,Congo Republic,Out-of-pocket & other private *
CIV,2020,Malaria,156538711.07867444,Lower middle income,Cote d'Ivoire,Domestic government
CIV,2020,Malaria,82269195.26840676,Lower middle income,Cote d'Ivoire,External aid
CIV,2020,Malaria,397133920.0681023,Lower middle income,Cote d'Ivoire,Out-of-pocket & other private *
COD,2021,Malaria,45451689.193211734,Low income,DR Congo,Domestic government
COD,2021,Malaria,271062081.13633865,Low income,DR Congo,External aid
COD,2021,Malaria,137801495.59198073,Low income,DR Congo,Out-of-pocket & other private *
DJI,2017,Malaria,242401.75408363127,Lower middle income,Djibouti,Domestic government
DJI,2017,Malaria,66238.06943821812,Lower middle income,Djibouti,External aid
DJI,2017,Malaria,141652.80164043192,Lower middle income,Djibouti,Out-of-pocket & other private *
EGY,2020,Malaria,24462.445789428235,Lower middle income,Egypt,Domestic government
EGY,2020,Malaria,857.7613290930667,Lower middle income,Egypt,External aid
EGY,2020,Malaria,0.0,Lower middle income,Egypt,Out-of-pocket & other private *
SWZ,2019,Malaria,1278723.577431521,Lower middle income,Eswatini,Domestic government
SWZ,2019,Malaria,1945586.0634993985,Lower middle income,Eswatini,External aid
SWZ,2019,Malaria,2825310.551557902,Lower middle income,Eswatini,Out-of-pocket & other private *
ETH,2020,Malaria,41128096.82265369,Low income,Ethiopia,Domestic government
ETH,2020,Malaria,77163582.12959456,Low income,Ethiopia,External aid
ETH,2020,Malaria,72499550.54854442,Low income,Ethiopia,Out-of-pocket & other private *
GAB,2019,Malaria,25488445.44394012,Upper middle income,Gabon,Domestic government
GAB,2019,Malaria,143827.43102041993,Upper middle income,Gabon,External aid
GAB,2019,Malaria,22542142.975122545,Upper middle income,Gabon,Out-of-pocket & other private *
GMB,2019,Malaria,1278720.1412463293,Low income,Gambia,Domestic government
GMB,2019,Malaria,7211320.358634647,Low income,Gambia,External aid
GMB,2019,Malaria,9124755.225176452,Low income,Gambia,Out-of-pocket & other private *
GEO,2019,Malaria,3671.47557271476,Upper middle income,Georgia,Domestic government
GEO,2018,Malaria,0.0,Upper middle income,Georgia,External aid
GEO,2018,Malaria,764.6987733351115,Upper middle income,Georgia,Out-of-pocket & other private *
GHA,2018,Malaria,282327787.9316071,Lower middle income,Ghana,Domestic government
GHA,2018,Malaria,111775938.41935189,Lower middle income,Ghana,External aid
GHA,2018,Malaria,174228150.57309264,Lower middle income,Ghana,Out-of-pocket & other private *
GIN,2021,Malaria,15603806.280911976,Low income,Guinea,Domestic government
GIN,2021,Malaria,37165302.961731404,Low income,Guinea,External aid
GIN,2021,Malaria,93020337.5326189,Low income,Guinea,Out-of-pocket & other private *
GNB,2021,Malaria,4836380.215128904,Low income,Guinea-Bissau,Domestic government
GNB,2021,Malaria,478306.0897281546,Low income,Guinea-Bissau,External aid
GNB,2020,Malaria,28064751.939427987,Low income,Guinea-Bissau,Out-of-pocket & other private *
GUY,2019,Malaria,2153784.539432507,Upper middle income,Guyana,Domestic government
GUY,2019,Malaria,49024.19441890875,Upper middle income,Guyana,External aid
GUY,2019,Malaria,1213271.7698844192,Upper middle income,Guyana,Out-of-pocket & other private *
HTI,2016,Malaria,913236.4222729647,Lower middle income,Haiti,Domestic government
HTI,2016,Malaria,10340010.334099343,Lower middle income,Haiti,External aid
HTI,2016,Malaria,2794044.6905541066,Lower middle income,Haiti,Out-of-pocket & other private *
KEN,2019,Malaria,133070461.22117962,Lower middle income,Kenya,Domestic government
KEN,2019,Malaria,40226808.44834582,Lower middle income,Kenya,External aid
KEN,2019,Malaria,150574974.76092124,Lower middle income,Kenya,Out-of-pocket & other private *
KGZ,2016,Malaria,361.6681599312841,Lower middle income,Kyrgyz Republic,Domestic government
KGZ,2016,Malaria,14.33834886956826,Lower middle income,Kyrgyz Republic,External aid
KGZ,2016,Malaria,194.11588668228396,Lower middle income,Kyrgyz Republic,Out-of-pocket & other private *
LAO,2019,Malaria,929722.8652890646,Lower middle income,Laos,Domestic government
LAO,2019,Malaria,7300228.673611291,Lower middle income,Laos,External aid
MDG,2021,Malaria,23161779.85051667,Low income,Madagascar,Domestic government
MDG,2021,Malaria,67338801.19472225,Low income,Madagascar,External aid
MDG,2021,Malaria,43679601.44888182,Low income,Madagascar,Out-of-pocket & other private *
MWI,2019,Malaria,39582459.163513675,Low income,Malawi,Domestic government
MWI,2019,Malaria,38300499.60529308,Low income,Malawi,External aid
MWI,2019,Malaria,29041826.811498977,Low income,Malawi,Out-of-pocket & other private *
MLI,2020,Malaria,57798643.319700316,Low income,Mali,Domestic government
MLI,2020,Malaria,20593159.234313417,Low income,Mali,External aid
MLI,2020,Malaria,194327410.7971762,Low income,Mali,Out-of-pocket & other private *
MRT,2019,Malaria,10606814.933483064,Lower middle income,Mauritania,Domestic government
MRT,2019,Malaria,11952048.292046176,Lower middle income,Mauritania,External aid
MRT,2019,Malaria,17859845.90775122,Lower middle income,Mauritania,Out-of-pocket & other private *
MUS,2019,Malaria,0.0,Upper middle income,Mauritius,Domestic government
MUS,2019,Malaria,0.0,Upper middle income,Mauritius,External aid
MDA,2018,Malaria,0.0,Upper middle income,Moldova,Domestic government
MDA,2018,Malaria,0.0,Upper middle income,Moldova,External aid
MDA,2018,Malaria,0.0,Upper middle income,Moldova,Out-of-pocket & other private *
MOZ,2018,Malaria,23143671.581935216,Low income,Mozambique,Domestic government
MOZ,2018,Malaria,81495544.11318405,Low income,Mozambique,External aid
MOZ,2018,Malaria,9850653.162129918,Low income,Mozambique,Out-of-pocket & other private *
MMR,2018,Malaria,1434567.9654826447,Lower middle income,Myanmar,Domestic government
MMR,2018,Malaria,47468435.461587995,Lower middle income,Myanmar,External aid
MMR,2018,Malaria,3369909.71285172,Lower middle income,Myanmar,Out-of-pocket & other private *
NAM,2019,Malaria,7308768.110561083,Upper middle income,Namibia,Domestic government
NAM,2019,Malaria,2558484.0324599463,Upper middle income,Namibia,External aid
NAM,2019,Malaria,1149365.8354152066,Upper middle income,Namibia,Out-of-pocket & other private *
NER,2021,Malaria,53525727.14318208,Low income,Niger,Domestic government
NER,2021,Malaria,53646440.39041262,Low income,Niger,External aid
NER,2021,Malaria,86152167.6056559,Low income,Niger,Out-of-pocket & other private *
NGA,2021,Malaria,323318361.2508481,Lower middle income,Nigeria,Domestic government
NGA,2021,Malaria,239925761.0423012,Lower middle income,Nigeria,External aid
NGA,2021,Malaria,5293664878.251098,Lower middle income,Nigeria,Out-of-pocket & other private *
MKD,2021,Malaria,347.2495450192983,Upper middle income,North Macedonia,Domestic government
MKD,2020,Malaria,0.0,Upper middle income,North Macedonia,External aid
MKD,2021,Malaria,4.309052307082228,Upper middle income,North Macedonia,Out-of-pocket & other private *
STP,2021,Malaria,632471.8430225889,Lower middle income,Sao Tome and Principe,Domestic government
STP,2021,Malaria,4379142.300246765,Lower middle income,Sao Tome and Principe,External aid
STP,2021,Malaria,203157.90258107925,Lower middle income,Sao Tome and Principe,Out-of-pocket & other private *
SEN,2020,Malaria,4278932.516931453,Lower middle income,Senegal,Domestic government
SEN,2020,Malaria,16159126.369263124,Lower middle income,Senegal,External aid
SEN,2020,Malaria,15315974.623704705,Lower middle income,Senegal,Out-of-pocket & other private *
SYC,2019,Malaria,0.0,High income,Seychelles,Domestic government
SYC,2019,Malaria,0.0,High income,Seychelles,External aid
SLE,2021,Malaria,17421588.256887317,Low income,Sierra Leone,Domestic government
SLE,2021,Malaria,25190695.475100614,Low income,Sierra Leone,External aid
SLE,2021,Malaria,40883571.78242183,Low income,Sierra Leone,Out-of-pocket & other private *
ZAF,2019,Malaria,10232889.176484512,Upper middle income,South Africa,Domestic government
SSD,2019,Malaria,10904411.431464698,Low income,South Sudan,Domestic government
SSD,2019,Malaria,44230311.04372376,Low income,South Sudan,External aid
SSD,2019,Malaria,78832146.3672991,Low income,South Sudan,Out-of-pocket & other private *
LKA,2019,Malaria,2353946.652068705,Lower middle income,Sri Lanka,Domestic government
LKA,2019,Malaria,10608.829727108774,Lower middle income,Sri Lanka,Out-of-pocket & other private *
SDN,2019,Malaria,11657317.137701955,Low income,Sudan,Domestic government
SDN,2019,Malaria,16734954.514045661,Low income,Sudan,External aid
SDN,2019,Malaria,2220543.453099768,Low income,Sudan,Out-of-pocket & other private *
TJK,2019,Malaria,729788.5022389085,Lower middle income,Tajikistan,Domestic government
TJK,2018,Malaria,0.0,Lower middle income,Tajikistan,External aid
TJK,2018,Malaria,0.0,Lower middle income,Tajikistan,Out-of-pocket & other private *
TZA,2019,Malaria,365131471.5721997,Lower middle income,Tanzania,Domestic government
TZA,2019,Malaria,103283891.81839257,Lower middle income,Tanzania,External aid
TZA,2019,Malaria,166723456.81310833,Lower middle income,Tanzania,Out-of-pocket & other private *
TGO,2021,Malaria,7727721.106662652,Low income,Togo,Domestic government
TGO,2021,Malaria,19420062.357953265,Low income,Togo,External aid
TGO,2021,Malaria,87930797.28231609,Low income,Togo,Out-of-pocket & other private *
TUN,2017,Malaria,117355.80666922752,Lower middle income,Tunisia,Domestic government
TUN,2017,Malaria,0.0,Lower middle income,Tunisia,External aid
TUN,2017,Malaria,0.0,Lower middle income,Tunisia,Out-of-pocket & other private *
UGA,2019,Malaria,28129615.450161405,Low income,Uganda,Domestic government
UGA,2019,Malaria,75966431.23892629,Low income,Uganda,External aid
UGA,2019,Malaria,123552448.10748844,Low income,Uganda,Out-of-pocket & other private *
UZB,2018,Malaria,0.0,Lower middle income,Uzbekistan,Domestic government
UZB,2018,Malaria,0.0,Lower middle income,Uzbekistan,External aid
UZB,2018,Malaria,0.0,Lower middle income,Uzbekistan,Out-of-pocket & other private *
ZMB,2016,Malaria,88319796.98689586,Low income,Zambia,Domestic government
ZMB,2016,Malaria,28757982.17767726,Low income,Zambia,External aid
ZMB,2016,Malaria,22500054.048661947,Low income,Zambia,Out-of-pocket & other private *
AFG,2021,Maternal health,1146533.481686656,Low income,Afghanistan,Domestic government
AFG,2021,Maternal health,18693698.05193928,Low income,Afghanistan,External aid
AFG,2021,Maternal health,418864457.63883513,Low income,Afghanistan,Out-of-pocket & other private *
ARM,2021,Maternal health,13707640.842775341,Upper middle income,Armenia,Domestic government
ARM,2021,Maternal health,652064.2392301577,Upper middle income,Armenia,External aid
ARM,2021,Maternal health,17111872.715772968,Upper middle income,Armenia,Out-of-pocket & other private *
BLR,2020,Maternal health,80893981.38793571,Upper middle income,Belarus,Domestic government
BLR,2020,Maternal health,0.0,Upper middle income,Belarus,External aid
BLR,2020,Maternal health,14781172.51548963,Upper middle income,Belarus,Out-of-pocket & other private *
BEN,2018,Maternal health,8565424.803780748,Lower middle income,Benin,Domestic government
BEN,2018,Maternal health,2340897.9648617906,Lower middle income,Benin,External aid
BEN,2018,Maternal health,10919643.02994078,Lower middle income,Benin,Out-of-pocket & other private *
BWA,2019,Maternal health,25920571.10081703,Upper middle income,Botswana,Domestic government
BWA,2019,Maternal health,110385.13878318667,Upper middle income,Botswana,External aid
BWA,2019,Maternal health,7198045.108767131,Upper middle income,Botswana,Out-of-pocket & other private *
BFA,2021,Maternal health,77791875.4837813,Low income,Burkina Faso,Domestic government
BFA,2021,Maternal health,8390428.444529103,Low income,Burkina Faso,External aid
BFA,2021,Maternal health,44567681.194297075,Low income,Burkina Faso,Out-of-pocket & other private *
BDI,2020,Maternal health,18961797.608214214,Low income,Burundi,Domestic government
BDI,2020,Maternal health,28781255.07507177,Low income,Burundi,External aid
BDI,2020,Maternal health,23958299.96849526,Low income,Burundi,Out-of-pocket & other private *
CPV,2019,Maternal health,11914565.160321308,Lower middle income,Cabo Verde,Domestic government
CPV,2019,Maternal health,481859.507266661,Lower middle income,Cabo Verde,External aid
CPV,2019,Maternal health,664146.4291634691,Lower middle income,Cabo Verde,Out-of-pocket & other private *
KHM,2019,Maternal health,37504504.70938561,Lower middle income,Cambodia,Domestic government
KHM,2019,Maternal health,3931253.7033220874,Lower middle income,Cambodia,External aid
KHM,2019,Maternal health,74909505.59411982,Lower middle income,Cambodia,Out-of-pocket & other private *
CMR,2019,Maternal health,2234.6394357576896,Lower middle income,Cameroon,Domestic government
CMR,2019,Maternal health,11494.217176675127,Lower middle income,Cameroon,External aid
CMR,2019,Maternal health,28836662.710695215,Lower middle income,Cameroon,Out-of-pocket & other private *
CAF,2019,Maternal health,660276.6864205683,Low income,Central African Republic,Domestic government
CAF,2019,Maternal health,3331377.7494104262,Low income,Central African Republic,External aid
CAF,2019,Maternal health,5368020.910230416,Low income,Central African Republic,Out-of-pocket & other private *
TCD,2019,Maternal health,36267585.306142814,Low income,Chad,Domestic government
TCD,2019,Maternal health,8961456.639665125,Low income,Chad,External aid
TCD,2019,Maternal health,155619126.57057917,Low income,Chad,Out-of-pocket & other private *
COM,2019,Maternal health,1545465.4744200641,Lower middle income,Comoros,External aid
COM,2019,Maternal health,13043.678574297704,Lower middle income,Comoros,Out-of-pocket & other private *
COG,2020,Maternal health,5089220.762425254,Lower middle income,Congo Republic,Domestic government
COG,2020,Maternal health,205772.07540147734,Lower middle income,Congo Republic,External aid
COG,2020,Maternal health,131728.87515764814,Lower middle income,Congo Republic,Out-of-pocket & other private *
CRI,2020,Maternal health,575786.4562253233,Upper middle income,Costa Rica,Domestic government
CRI,2020,Maternal health,0.0,Upper middle income,Costa Rica,External aid
CRI,2020,Maternal health,28272.248322185886,Upper middle income,Costa Rica,Out-of-pocket & other private *
CIV,2020,Maternal health,77859439.35997286,Lower middle income,Cote d'Ivoire,Domestic government
CIV,2020,Maternal health,6738965.472550684,Lower middle income,Cote d'Ivoire,External aid
CIV,2020,Maternal health,64662280.55544347,Lower middle income,Cote d'Ivoire,Out-of-pocket & other private *
COD,2021,Maternal health,1940920.7760904653,Low income,DR Congo,Domestic government
COD,2021,Maternal health,19371179.298020575,Low income,DR Congo,External aid
COD,2021,Maternal health,11719652.157171441,Low income,DR Congo,Out-of-pocket & other private *
DJI,2015,Maternal health,0.0,Lower middle income,Djibouti,External aid
EGY,2020,Maternal health,300238890.06065553,Lower middle income,Egypt,Domestic government
EGY,2020,Maternal health,10519968.152003614,Lower middle income,Egypt,External aid
EGY,2020,Maternal health,15368074.75885503,Lower middle income,Egypt,Out-of-pocket & other private *
SWZ,2019,Maternal health,2665978.0216516606,Lower middle income,Eswatini,Domestic government
SWZ,2019,Maternal health,1413788.6043029216,Lower middle income,Eswatini,External aid
SWZ,2019,Maternal health,661560.7658215372,Lower middle income,Eswatini,Out-of-pocket & other private *
ETH,2020,Maternal health,49577501.3812442,Low income,Ethiopia,Domestic government
ETH,2020,Maternal health,112995112.37562639,Low income,Ethiopia,External aid
ETH,2020,Maternal health,20313749.35827883,Low income,Ethiopia,Out-of-pocket & other private *
GAB,2019,Maternal health,62173040.06883778,Upper middle income,Gabon,Domestic government
GAB,2019,Maternal health,291050.4831346176,Upper middle income,Gabon,External aid
GAB,2019,Maternal health,21244979.961386643,Upper middle income,Gabon,Out-of-pocket & other private *
GMB,2019,Maternal health,2840311.1868994585,Low income,Gambia,Domestic government
GMB,2019,Maternal health,1589958.139288396,Low income,Gambia,External aid
GMB,2019,Maternal health,2453734.1267084065,Low income,Gambia,Out-of-pocket & other private *
GEO,2019,Maternal health,10415976.199791772,Upper middle income,Georgia,Domestic government
GEO,2018,Maternal health,0.0,Upper middle income,Georgia,External aid
GEO,2019,Maternal health,5099679.570500801,Upper middle income,Georgia,Out-of-pocket & other private *
GHA,2018,Maternal health,51766521.64998707,Lower middle income,Ghana,Domestic government
GHA,2014,Maternal health,4898424.738230574,Lower middle income,Ghana,External aid
GHA,2018,Maternal health,59250955.15361994,Lower middle income,Ghana,Out-of-pocket & other private *
GIN,2021,Maternal health,967079.9870254896,Low income,Guinea,Domestic government
GIN,2021,Maternal health,197984.86933690833,Low income,Guinea,External aid
GIN,2021,Maternal health,5730424.879177514,Low income,Guinea,Out-of-pocket & other private *
GNB,2021,Maternal health,690227.3702847861,Low income,Guinea-Bissau,Domestic government
GNB,2021,Maternal health,1815721.7503484378,Low income,Guinea-Bissau,External aid
GUY,2019,Maternal health,12464360.980912374,Upper middle income,Guyana,Domestic government
GUY,2019,Maternal health,0.0,Upper middle income,Guyana,External aid
GUY,2019,Maternal health,3959.8228154105254,Upper middle income,Guyana,Out-of-pocket & other private *
HTI,2016,Maternal health,5603548.1948898425,Lower middle income,Haiti,Domestic government
HTI,2016,Maternal health,22500747.813011076,Lower middle income,Haiti,External aid
HTI,2016,Maternal health,17144041.259934425,Lower middle income,Haiti,Out-of-pocket & other private *
KEN,2019,Maternal health,300041331.8914198,Lower middle income,Kenya,Domestic government
KEN,2019,Maternal health,11418998.756554654,Lower middle income,Kenya,External aid
KEN,2019,Maternal health,308788620.45587206,Lower middle income,Kenya,Out-of-pocket & other private *
KGZ,2016,Maternal health,27551149.4262429,Lower middle income,Kyrgyz Republic,Domestic government
KGZ,2016,Maternal health,1459475.2955193508,Lower middle income,Kyrgyz Republic,External aid
KGZ,2016,Maternal health,1824137.7550608888,Lower middle income,Kyrgyz Republic,Out-of-pocket & other private *
LAO,2019,Maternal health,9498729.172087446,Lower middle income,Laos,Domestic government
LAO,2019,Maternal health,531243.0035917663,Lower middle income,Laos,External aid
LAO,2019,Maternal health,24600429.154072333,Lower middle income,Laos,Out-of-pocket & other private *
MDG,2021,Maternal health,1267531.4995738084,Low income,Madagascar,Domestic government
MDG,2021,Maternal health,7894155.557401616,Low income,Madagascar,External aid
MDG,2021,Maternal health,2391479.481543117,Low income,Madagascar,Out-of-pocket & other private *
MWI,2019,Maternal health,7371218.306702224,Low income,Malawi,External aid
MWI,2017,Maternal health,4769.066497379523,Low income,Malawi,Out-of-pocket & other private *
MLI,2019,Maternal health,2820843.4490738814,Low income,Mali,Domestic government
MLI,2020,Maternal health,326975.5212501539,Low income,Mali,External aid
MLI,2020,Maternal health,112143.77088463487,Low income,Mali,Out-of-pocket & other private *
MRT,2019,Maternal health,8616639.752558663,Lower middle income,Mauritania,Domestic government
MRT,2019,Maternal health,937761.6144407134,Lower middle income,Mauritania,External aid
MRT,2019,Maternal health,8118111.776040965,Lower middle income,Mauritania,Out-of-pocket & other private *
MUS,2019,Maternal health,9043408.858889977,Upper middle income,Mauritius,Domestic government
MUS,2019,Maternal health,2153.582717484646,Upper middle income,Mauritius,External aid
MUS,2019,Maternal health,8547838.096499398,Upper middle income,Mauritius,Out-of-pocket & other private *
MDA,2018,Maternal health,31387664.703412052,Upper middle income,Moldova,Domestic government
MDA,2018,Maternal health,1635904.7654030533,Upper middle income,Moldova,External aid
MDA,2018,Maternal health,5090900.39679827,Upper middle income,Moldova,Out-of-pocket & other private *
MOZ,2018,Maternal health,19965498.04385827,Low income,Mozambique,Domestic government
MOZ,2018,Maternal health,9745548.05394641,Low income,Mozambique,External aid
MOZ,2018,Maternal health,22527.28143293484,Low income,Mozambique,Out-of-pocket & other private *
MMR,2018,Maternal health,13360569.315588532,Lower middle income,Myanmar,Domestic government
MMR,2018,Maternal health,7676038.812694325,Lower middle income,Myanmar,External aid
MMR,2018,Maternal health,180179304.90527895,Lower middle income,Myanmar,Out-of-pocket & other private *
NAM,2019,Maternal health,65154799.69851279,Upper middle income,Namibia,Domestic government
NAM,2019,Maternal health,722609.9654363093,Upper middle income,Namibia,External aid
NAM,2019,Maternal health,143646035.27536315,Upper middle income,Namibia,Out-of-pocket & other private *
NER,2021,Maternal health,1551576.996299551,Low income,Niger,Domestic government
NER,2021,Maternal health,1599925.9396948584,Low income,Niger,External aid
NER,2021,Maternal health,40006576.404791206,Low income,Niger,Out-of-pocket & other private *
NGA,2021,Maternal health,768077882.1124979,Lower middle income,Nigeria,Domestic government
NGA,2021,Maternal health,60683.4087000334,Lower middle income,Nigeria,External aid
NGA,2021,Maternal health,1382272387.496314,Lower middle income,Nigeria,Out-of-pocket & other private *
MKD,2021,Maternal health,15864999.706484944,Upper middle income,North Macedonia,Domestic government
MKD,2020,Maternal health,0.0,Upper middle income,North Macedonia,External aid
MKD,2021,Maternal health,618343.627528642,Upper middle income,North Macedonia,Out-of-pocket & other private *
STP,2021,Maternal health,1799352.9570970917,Lower middle income,Sao Tome and Principe,Domestic government
STP,2021,Maternal health,40311.042968983704,Lower middle income,Sao Tome and Principe,External aid
STP,2021,Maternal health,531058.4442690538,Lower middle income,Sao Tome and Principe,Out-of-pocket & other private *
SEN,2020,Maternal health,43511501.25992631,Lower middle income,Senegal,Domestic government
SEN,2020,Maternal health,16393315.072994413,Lower middle income,Senegal,External aid
SEN,2020,Maternal health,32066575.8478154,Lower middle income,Senegal,Out-of-pocket & other private *
SYC,2019,Maternal health,511574.9996016776,High income,Seychelles,Out-of-pocket & other private *
SLE,2021,Maternal health,9965124.63346301,Low income,Sierra Leone,Domestic government
SLE,2021,Maternal health,4392282.009777687,Low income,Sierra Leone,External aid
SLE,2021,Maternal health,10589830.969750145,Low income,Sierra Leone,Out-of-pocket & other private *
ZAF,2019,Maternal health,1460834721.8226607,Upper middle income,South Africa,Domestic government
ZAF,2019,Maternal health,17059456.39312738,Upper middle income,South Africa,External aid
ZAF,2019,Maternal health,1262831232.3374581,Upper middle income,South Africa,Out-of-pocket & other private *
SSD,2019,Maternal health,5542326.693857437,Low income,South Sudan,Domestic government
SSD,2019,Maternal health,14021996.909385744,Low income,South Sudan,External aid
SSD,2019,Maternal health,2551224.61816542,Low income,South Sudan,Out-of-pocket & other private *
LKA,2019,Maternal health,153325454.8438819,Lower middle income,Sri Lanka,Domestic government
