year,indicator,High income,Lower middle income,Upper middle income,Low income,Africa,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Cote d'Ivoire,DR Congo,Equatorial Guinea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Madagascar,Malawi,Mali,Mauritania,Mauritius,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,South Africa,South Sudan,Togo,Uganda,Tanzania,Zambia,Antigua and Barbuda,Argentina,Bahamas,Barbados,Belize,Bolivia,Brazil,Canada,Chile,Colombia,Costa Rica,Dominica,Dominican Republic,Ecuador,El Salvador,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Paraguay,Peru,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Trinidad and Tobago,United States,Uruguay,Afghanistan,Bahrain,Djibouti,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Libya,Morocco,Oman,Pakistan,Qatar,Saudi Arabia,Sudan,Tunisia,United Arab Emirates,Yemen,Albania,Andorra,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Kyrgyz Republic,Latvia,Lithuania,Luxembourg,Malta,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Moldova,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Tajikistan,Türkiye,Turkmenistan,Ukraine,United Kingdom,Uzbekistan,Bangladesh,Bhutan,India,Indonesia,Maldives,Myanmar,Nepal,Sri Lanka,Thailand,Timor-Leste,Australia,Brunei Darussalam,Cambodia,China,Fiji,Japan,Kiribati,Laos,Malaysia,Marshall Islands,"Micronesia, Fed. Sts.",Mongolia,Nauru,New Zealand,Palau,Papua New Guinea,Philippines,South Korea,Samoa,Singapore,Solomon Islands,Tonga,Tuvalu,Vanuatu,Vietnam,Africa (Low and Lower middle income)
2004-01-01,Per capita spending ($US),4376.939,56.575,243.949,26.814,83.03,125.211,81.028,34.014,366.32,24.176,20.988,125.76,55.222,25.16,40.251,92.627,52.423,99.956,17.547,204.586,182.351,11.728,314.797,43.526,37.202,38.163,28.422,61.69,48.385,26.675,18.344,40.939,61.246,195.404,11.626,433.424,22.62,71.378,29.1,203.953,58.287,405.368,31.981,430.925,,23.179,27.35,35.898,44.207,821.377,639.137,1374.747,1473.881,235.856,112.242,528.441,4307.063,777.198,237.01,539.965,345.501,185.037,268.553,272.394,424.644,232.386,119.018,62.718,147.674,261.972,571.192,92.272,583.723,193.92,167.599,625.618,496.424,246.307,275.249,682.173,8429.103,874.619,26.805,896.446,64.03,126.099,147.604,148.466,390.447,1129.059,357.483,269.75,112.2,526.731,21.228,2092.41,774.899,45.918,162.719,1532.439,73.214,193.491,2351.245,133.828,4699.34,54.968,223.932,4210.31,327.543,464.52,1064.618,1185.845,5341.572,912.96,3881.094,4255.661,163.555,4329.715,1891.326,1013.188,5542.854,3948.52,2584.578,3077.17,234.17,61.784,740.898,632.694,8852.342,1673.143,,4561.321,359.069,7584.137,545.796,2156.879,163.886,427.126,399.608,3329.969,399.373,803.574,1746.195,2269.332,4084.135,8072.223,20.279,252.488,325.465,242.233,3578.715,41.979,21.091,69.141,40.95,48.429,648.824,13.029,28.13,82.598,153.525,94.897,4516.096,939.803,55.927,147.332,149.572,2751.033,195.529,38.578,211.002,555.48,392.287,91.717,431.712,3235.965,1309.005,54.784,64.001,938.37,164.093,1441.715,134.854,175.014,403.187,98.943,67.151,
2005-01-01,Per capita spending ($US),4492.933,59.981,256.038,28.11,83.943,123.355,64.668,33.418,326.473,23.849,22.491,123.774,55.04,25.691,36.87,89.401,49.371,90.887,17.169,188.77,208.032,12.206,267.217,41.011,50.564,32.579,31.464,63.362,44.722,26.956,19.467,42.014,59.753,209.0,14.376,446.394,27.655,71.659,31.885,206.326,47.676,415.067,33.942,444.46,,23.043,36.096,41.315,52.934,843.247,724.959,1397.216,1414.428,235.624,120.188,533.361,4388.359,780.777,260.036,556.092,364.259,202.879,277.117,316.484,458.119,230.615,128.927,61.284,167.263,248.889,564.625,97.604,537.934,191.781,185.943,720.149,500.537,250.907,274.262,739.3,8654.477,877.182,29.335,823.97,69.955,130.877,154.912,113.323,402.006,1027.608,334.717,216.276,117.837,463.461,26.215,1664.652,756.812,46.644,165.121,1412.406,70.972,200.462,2526.703,148.74,4731.655,57.498,260.35,4235.257,345.088,500.527,1103.067,1259.821,5496.039,997.744,4087.999,4319.095,180.224,4435.254,2013.625,1089.806,5553.038,4323.851,2684.328,3149.917,249.482,73.282,782.308,708.811,8742.646,1855.728,,4628.675,340.658,7297.824,559.305,2196.651,189.829,455.407,427.828,3376.779,447.049,885.712,1817.772,2335.34,4189.784,8107.034,23.007,270.64,327.868,258.835,3677.812,43.809,22.798,64.601,41.637,60.364,668.991,14.754,28.119,83.488,159.766,118.065,4538.152,811.78,59.104,158.636,146.205,2843.546,184.234,38.317,210.916,729.123,593.101,87.507,621.008,3464.678,1281.927,52.215,80.917,1039.696,178.734,1465.2,162.427,168.419,412.189,94.956,75.525,
2006-01-01,Per capita spending ($US),4619.665,62.687,270.065,30.549,87.421,127.932,65.524,34.361,314.61,28.064,26.362,152.718,54.921,26.821,36.031,81.05,51.078,85.866,17.815,191.309,232.653,14.381,272.708,39.945,52.679,29.234,35.183,78.461,53.905,26.832,22.638,44.678,54.896,222.695,14.419,480.597,28.813,70.974,33.396,157.97,48.681,421.788,34.527,465.844,,23.999,41.785,50.525,48.611,870.655,778.241,1509.82,1447.27,239.579,113.693,563.167,4611.715,751.689,286.038,612.269,366.088,200.552,288.004,312.275,434.052,246.224,140.692,64.567,182.5,235.938,565.496,102.074,604.347,206.722,187.399,780.536,558.564,256.206,320.324,786.312,8887.133,910.223,31.665,777.273,79.816,134.899,155.924,98.239,368.604,945.367,383.622,193.683,130.842,424.973,31.747,1591.475,791.588,57.746,171.717,1358.699,75.486,210.703,2338.694,169.184,4822.51,70.947,264.952,4272.215,372.845,509.387,1140.12,1304.381,5737.467,1034.766,4234.443,4468.657,187.63,4547.55,2052.784,1105.325,5515.83,4344.911,2706.584,3231.021,238.009,83.435,867.801,799.927,8497.224,1929.693,,4761.738,343.961,7045.026,593.622,2158.972,222.717,455.286,463.746,3472.844,484.03,999.032,1872.4,2420.713,4306.877,7987.178,23.377,300.428,315.922,283.556,3858.101,46.179,24.583,72.087,42.174,65.037,736.052,16.031,25.841,88.338,163.282,125.533,4640.887,711.76,56.35,167.955,151.75,2891.007,191.088,36.106,242.937,736.33,361.012,93.704,654.597,3694.705,1332.768,51.388,84.413,1162.887,191.57,1496.206,147.901,204.617,474.551,101.051,84.678,
2007-01-01,Per capita spending ($US),4721.818,64.937,285.576,32.166,89.605,147.315,79.782,31.613,369.512,32.861,27.716,174.716,55.188,29.095,32.177,75.178,51.179,81.73,17.947,212.077,244.792,17.531,282.888,36.372,55.332,29.179,34.889,83.111,74.803,25.03,26.722,43.073,55.965,229.008,14.565,498.719,25.967,68.076,36.152,157.248,44.243,402.122,34.471,487.881,,25.3,41.473,48.278,41.747,901.173,861.199,1575.628,1355.617,274.736,117.722,587.8,4710.496,800.911,308.954,659.091,389.968,217.817,274.273,309.68,468.81,249.477,164.364,69.692,194.752,301.341,580.254,115.734,747.031,215.818,202.561,753.785,611.664,277.629,296.824,814.926,9103.619,936.736,32.868,832.707,78.803,130.056,158.223,130.14,386.154,999.378,406.733,212.032,139.686,458.787,31.376,1402.241,762.95,68.824,183.13,1290.536,79.669,237.137,2416.828,182.199,4986.406,84.403,295.335,4403.088,415.709,515.709,1154.816,1332.999,5864.776,1165.65,4332.435,4515.755,207.228,4623.688,2158.622,1028.201,5694.201,4616.614,2814.763,3143.441,203.813,74.848,934.261,889.827,8390.714,1870.693,,4906.606,325.537,7297.997,643.689,2184.4,243.828,487.35,502.204,3804.878,571.416,1159.73,1914.427,2490.576,4395.18,8086.542,27.214,317.25,217.444,289.452,3928.219,47.666,26.862,74.259,43.671,73.588,786.599,16.089,27.494,92.696,175.98,127.076,4778.885,714.264,48.022,177.497,152.099,2966.805,184.999,41.225,249.546,606.576,368.564,109.719,1206.378,3653.858,1395.282,53.589,87.679,1252.822,185.889,1517.366,135.513,171.904,431.537,94.95,91.014,
2008-01-01,Per capita spending ($US),4814.327,65.72,309.287,32.006,91.751,163.255,95.511,29.069,399.371,29.979,23.507,156.384,54.43,25.329,30.329,71.67,61.966,82.333,20.676,204.175,274.202,16.219,245.877,35.23,59.906,27.947,38.496,81.912,81.91,22.974,31.357,41.791,56.993,268.745,16.373,467.507,26.05,67.129,37.644,145.06,45.89,364.417,36.628,515.313,,26.046,39.688,40.032,42.346,838.655,926.719,1641.031,1453.568,292.68,120.461,597.466,4787.197,892.787,332.442,726.77,440.085,247.581,285.502,315.571,483.397,247.971,165.044,72.512,211.29,314.034,571.962,121.593,745.665,228.385,224.682,924.207,585.68,284.715,277.884,736.952,9200.743,1086.154,34.65,806.063,72.835,137.319,160.533,131.768,434.328,967.089,398.677,192.249,146.999,408.095,31.384,1111.78,650.52,66.582,188.703,1277.163,79.331,238.939,2701.924,236.972,5145.549,94.648,303.794,4613.318,453.574,561.788,1320.819,1441.895,5926.42,1274.034,4485.741,4579.298,242.714,4758.91,2265.112,1023.668,5705.926,5046.809,2913.594,3240.453,234.726,75.064,926.46,1012.225,8312.574,1863.659,,5115.347,341.986,7150.535,728.092,2266.629,265.552,536.576,546.004,3981.862,613.354,1185.978,2060.835,2618.131,4459.858,8306.331,30.751,314.808,274.486,271.716,4069.76,52.996,27.526,66.154,44.476,70.43,1142.668,17.928,30.131,98.028,192.517,170.411,4826.379,666.605,68.05,205.095,142.264,3045.456,220.996,38.405,250.902,554.334,391.942,130.863,2080.388,3878.122,1283.534,45.691,92.424,1361.364,182.739,1677.337,107.471,229.862,442.404,98.817,89.698,
2009-01-01,Per capita spending ($US),4982.711,69.721,342.582,34.925,96.92,199.211,107.358,31.463,377.11,32.773,27.662,138.927,51.937,30.051,32.512,70.462,63.574,81.425,21.068,312.611,270.172,18.844,319.654,34.901,69.748,29.451,33.337,81.852,95.319,23.024,31.735,43.906,57.302,293.003,20.81,421.761,26.045,68.565,40.195,138.402,50.289,347.467,40.417,536.53,,27.949,44.205,37.486,51.532,723.089,997.374,1641.65,1515.513,283.03,137.471,619.347,5100.225,939.998,355.259,748.038,429.391,257.604,310.128,320.307,452.324,254.627,177.239,70.44,210.98,277.066,568.444,124.29,761.093,247.303,247.017,887.423,588.018,297.893,296.846,1045.901,9462.051,1105.139,38.599,1050.869,73.048,138.187,194.081,161.663,484.867,1198.684,388.878,287.309,164.896,597.85,30.196,1640.842,886.278,74.295,201.572,1463.396,83.11,263.051,2825.622,260.383,5192.973,137.869,310.952,4828.461,426.01,573.023,1367.839,1567.732,6297.648,1252.002,4506.166,4752.308,266.621,4917.149,2313.692,975.631,5522.217,5464.738,2925.62,3201.65,269.144,80.616,877.374,1022.457,8805.046,1847.313,,5284.002,338.897,7901.404,772.94,2319.038,317.06,536.189,578.974,4043.154,590.694,1279.414,2059.666,2713.892,4523.09,8528.347,31.048,311.566,233.709,278.568,4291.083,57.496,29.533,72.68,46.754,74.947,891.367,19.053,32.019,105.789,198.602,192.985,5050.027,822.969,78.414,248.67,154.96,3179.884,203.662,50.826,262.735,527.763,418.246,123.881,1043.652,4055.27,1331.262,51.637,99.234,1474.425,204.065,1725.101,129.288,141.051,499.29,102.988,96.248,
2010-01-01,Per capita spending ($US),5073.365,72.121,351.376,34.337,96.837,194.396,76.062,32.505,385.08,35.585,33.911,144.026,53.108,22.797,33.158,72.558,57.951,80.347,18.147,248.982,277.793,23.82,211.864,33.067,70.741,28.663,38.167,87.928,84.926,24.118,28.853,40.217,48.427,330.499,22.598,473.567,25.318,68.34,43.553,143.857,53.054,462.575,39.025,556.58,,31.784,54.284,40.086,42.301,846.467,1086.039,1677.469,1398.651,277.652,141.495,624.411,5207.438,926.496,355.016,794.792,447.284,284.702,333.894,328.251,445.74,248.166,180.162,85.319,207.909,279.796,552.775,128.292,818.083,268.693,252.252,873.404,572.967,301.172,291.324,995.492,9631.643,1182.58,35.49,1007.055,68.799,135.049,208.318,143.121,429.856,1100.171,441.744,270.691,173.625,574.931,29.343,1424.574,766.54,59.599,214.313,1342.286,74.92,293.748,3610.065,292.838,5273.354,136.729,352.619,4875.0,436.573,629.435,1383.797,1673.776,6347.26,1238.466,4618.854,4791.226,267.711,5054.208,2235.446,1019.259,5120.459,5526.932,3023.674,3229.467,222.777,79.806,847.868,974.152,8599.109,1941.488,,5415.286,359.533,7713.103,780.31,2337.024,256.42,554.11,532.674,3756.052,609.25,1315.276,2081.94,2709.734,4507.089,8526.993,31.727,304.598,304.021,300.119,4301.445,66.968,32.304,78.933,47.068,83.767,773.073,18.023,37.328,104.438,198.658,182.848,5056.458,792.217,72.426,265.736,153.569,3348.996,140.258,45.476,269.393,536.028,447.939,109.99,1072.49,4056.944,1505.045,49.929,103.77,1612.012,208.624,1806.588,96.798,173.931,602.028,110.434,114.594,
2011-01-01,Per capita spending ($US),5163.291,74.422,371.889,32.854,98.269,204.309,74.408,32.365,377.633,32.677,30.392,142.224,57.537,24.104,31.293,78.579,54.262,74.556,16.204,223.574,278.645,21.084,226.299,31.241,87.394,32.65,47.423,86.896,105.198,22.93,30.424,34.495,45.934,322.818,21.864,495.203,24.52,70.239,44.983,139.808,54.741,477.146,47.646,577.977,,33.096,55.834,40.687,43.003,829.902,1136.292,1688.321,1411.017,274.033,145.559,630.518,5166.809,971.58,360.123,829.018,461.917,296.564,370.675,338.378,477.271,246.748,188.782,115.238,213.2,279.49,544.324,129.864,846.103,294.63,255.865,875.202,591.684,295.941,286.239,917.154,9664.125,1246.228,36.388,972.003,72.793,141.027,204.617,128.608,429.352,983.453,485.048,172.773,178.685,480.147,27.229,1288.325,837.758,62.779,226.286,1343.279,58.717,299.942,3632.356,313.106,5305.938,132.483,320.899,5000.132,456.533,647.496,1356.193,1691.734,6281.863,1228.235,4756.33,4852.854,253.927,5095.621,1929.24,1046.371,5100.496,5612.687,3113.376,3189.701,224.554,85.403,825.796,996.195,7595.293,2048.653,617.982,5513.757,356.711,7590.639,796.195,2233.257,249.252,462.153,533.248,4344.162,597.239,1284.0,2083.991,2693.088,5770.698,8681.619,34.083,309.779,338.062,317.798,4307.666,70.416,35.106,80.365,47.548,94.073,756.385,18.691,39.258,107.658,209.497,200.92,5101.301,663.341,81.717,296.866,144.572,3879.403,126.715,32.324,292.329,508.338,459.497,121.851,950.69,4067.554,1489.696,53.376,103.158,1686.313,224.412,1849.882,109.199,146.924,573.935,113.514,118.346,
2012-01-01,Per capita spending ($US),5229.813,77.333,400.67,32.416,99.407,234.902,70.438,33.811,400.122,33.413,26.284,169.177,59.649,26.76,32.591,77.43,63.236,81.534,17.172,246.077,269.68,22.631,217.567,31.14,78.968,31.202,43.371,85.466,121.398,19.881,34.094,31.049,49.807,331.046,23.928,482.406,23.061,72.096,48.693,144.394,56.094,589.897,44.398,588.42,,36.254,50.638,41.238,45.743,854.298,1161.403,1726.989,1580.117,266.706,152.856,632.633,5266.969,1054.432,368.445,823.601,495.272,301.418,401.852,336.058,469.325,253.736,176.307,107.35,214.364,258.051,568.483,136.985,868.721,323.781,281.009,843.418,568.181,316.389,282.574,933.821,9786.481,1305.878,36.722,1059.948,73.219,144.238,195.229,134.627,416.017,971.16,415.144,,182.467,482.782,27.482,1395.777,935.563,51.665,239.178,1266.062,63.629,303.825,3020.54,328.442,5409.447,162.446,351.28,5069.608,477.445,697.448,1317.47,1690.846,6337.489,1275.961,4851.34,4893.898,272.908,5145.252,1746.562,1026.734,5114.087,5593.016,3199.4,3089.482,271.357,100.721,845.09,1012.603,6706.926,2084.142,625.131,5591.631,359.891,7683.881,805.631,2134.414,255.182,476.561,570.022,4401.506,609.49,1341.644,2068.182,2607.889,5857.432,8776.073,36.594,305.515,369.085,333.387,4343.888,78.311,36.771,91.308,50.744,96.025,819.068,24.645,41.35,107.153,220.393,209.913,5249.256,656.285,82.664,334.282,151.871,4006.486,133.772,36.68,316.503,509.301,421.809,144.687,1049.593,4190.081,1633.943,63.165,112.456,1744.798,198.435,1998.17,104.765,186.231,542.185,122.479,124.202,
2013-01-01,Per capita spending ($US),5269.678,82.13,428.346,34.818,102.569,235.832,81.238,32.839,446.393,41.46,26.588,173.757,56.241,20.582,35.067,78.092,62.376,73.287,18.866,245.369,265.438,21.721,260.108,28.488,94.681,31.263,51.653,85.096,134.011,18.995,47.624,32.618,54.556,374.113,29.087,490.004,24.24,75.303,41.619,187.788,57.468,487.007,67.701,602.242,,38.573,48.411,39.561,52.586,845.845,1171.562,1776.287,1478.104,277.554,170.409,666.069,5282.608,1148.945,398.962,823.312,452.84,303.965,418.118,359.962,460.023,245.286,186.521,81.392,211.73,261.039,582.095,144.493,914.957,321.09,295.416,896.579,567.061,310.838,301.476,997.533,9807.99,1371.061,41.8,1138.209,66.81,152.515,171.679,144.196,366.71,975.136,396.625,,183.285,517.794,30.569,1638.113,1041.612,63.008,250.895,1382.488,61.886,313.682,2937.301,385.578,5424.748,173.371,385.267,5095.723,494.154,662.183,1293.246,1666.661,6252.196,1338.747,4894.965,4944.43,283.966,5228.162,1617.092,1023.221,5293.032,5451.443,3277.083,3023.657,248.415,105.84,871.028,1035.522,6685.283,2190.511,660.256,5580.956,375.781,7801.867,840.812,2071.554,271.386,555.603,595.664,3984.012,628.09,1341.44,2049.357,2554.346,5962.752,9036.602,41.967,320.435,422.818,325.942,4355.806,85.281,37.543,95.696,60.013,98.596,796.654,33.671,44.054,123.869,220.488,258.76,5349.229,650.67,83.852,369.441,155.486,4093.427,152.797,45.159,331.317,549.579,399.315,168.049,1180.59,4175.499,1686.337,71.745,120.78,1818.272,245.281,2278.513,100.957,155.706,581.326,134.085,114.411,
2014-01-01,Per capita spending ($US),5414.228,84.868,449.584,35.56,102.61,255.807,73.104,31.818,418.766,37.735,22.4,173.993,60.201,19.745,37.776,80.111,65.985,78.185,21.81,252.823,258.915,23.082,234.231,21.263,83.148,43.747,71.925,87.016,123.12,22.743,41.061,38.223,66.982,451.772,31.355,473.985,24.82,76.33,44.494,172.172,59.46,543.919,117.292,584.0,,40.707,45.862,35.364,44.62,928.041,1117.826,1775.336,1387.06,311.455,187.056,698.641,5302.386,1214.511,422.888,841.153,463.101,313.695,428.571,346.41,415.294,256.525,195.944,89.839,199.991,272.608,565.646,155.843,1001.652,364.334,312.874,907.44,523.414,311.016,301.46,1041.774,10091.296,1403.13,44.784,1170.485,71.36,156.733,202.519,139.223,338.962,1113.532,391.578,,191.419,625.25,32.15,1850.93,1235.773,52.273,253.228,1439.337,58.616,327.284,2988.436,395.428,5461.408,195.527,370.54,5157.946,508.485,724.917,1260.129,1724.59,6312.624,1400.601,4845.073,5034.341,297.236,5345.476,1526.752,1041.661,5357.609,5436.171,3388.394,3054.855,285.381,97.326,906.166,1095.922,6694.866,2470.518,634.791,5622.641,364.011,8235.497,866.456,2085.319,289.939,558.71,610.594,3976.241,615.55,1264.176,2046.516,2603.787,6083.247,9176.992,44.657,326.194,461.305,316.653,4456.196,69.495,39.041,94.733,61.46,105.726,801.353,48.188,51.044,123.088,236.276,236.171,5994.681,632.122,83.038,399.407,172.434,4133.146,159.329,45.912,365.257,534.822,376.314,182.936,1148.569,4234.311,1789.383,86.612,109.503,1936.11,246.142,2446.371,106.308,200.521,610.941,112.094,128.07,
2015-01-01,Per capita spending ($US),5593.293,89.462,479.195,35.176,105.667,272.164,76.192,31.875,405.491,39.069,18.372,157.545,58.469,22.619,38.562,69.647,77.37,71.569,22.56,294.844,255.648,23.51,247.529,22.368,93.799,53.721,60.685,86.655,116.886,25.642,39.518,36.077,72.832,482.871,34.599,576.393,29.942,81.716,45.039,140.042,61.381,550.84,90.889,592.952,,41.47,44.965,33.005,51.456,859.49,1202.457,1655.234,1387.698,300.38,214.512,709.005,5535.959,1307.791,451.585,854.714,437.759,326.227,485.381,360.053,426.697,267.456,199.999,101.972,192.846,298.354,592.852,160.694,1044.055,373.409,318.843,986.029,507.431,316.301,370.284,1191.812,10474.668,1441.814,46.488,1302.3,85.145,169.633,231.444,157.269,327.902,1558.139,380.245,,185.889,816.358,33.024,2668.382,1439.8,54.423,243.55,1493.779,36.08,336.275,3089.829,407.462,5454.973,236.251,400.803,5322.596,523.328,727.578,1265.968,1758.264,6451.449,1489.042,4788.001,5032.638,289.074,5491.548,1595.494,1053.27,5430.521,5168.958,3398.464,3079.399,290.59,96.564,983.152,1183.905,6495.134,2591.912,740.214,5572.242,380.701,9007.689,901.921,2125.505,291.773,569.195,610.089,4123.482,599.281,1304.794,2084.771,2716.698,6207.993,9531.817,47.909,323.035,545.347,310.159,4503.9,78.347,40.981,105.889,65.158,108.175,878.986,64.055,56.852,135.588,253.571,240.569,6291.942,776.093,79.99,439.085,177.527,4213.182,136.98,51.832,389.209,662.207,417.294,184.377,1929.712,4289.482,1835.43,50.034,120.562,2030.457,251.712,2682.076,95.864,182.137,615.511,130.189,136.194,
2016-01-01,Per capita spending ($US),5728.866,93.104,497.318,,104.779,262.281,74.561,32.772,402.614,46.645,20.169,160.806,59.266,25.178,36.938,71.207,75.789,77.096,24.519,316.247,247.773,23.27,287.35,22.306,70.689,53.895,63.821,88.152,116.986,27.678,45.848,33.952,60.538,500.547,38.252,529.108,25.817,79.844,48.72,169.523,61.766,664.852,75.781,593.068,,57.711,43.663,36.996,52.206,873.653,1123.74,1777.823,1422.515,301.552,229.728,700.068,5685.442,1347.464,456.584,849.745,446.301,333.327,463.909,366.119,419.32,272.607,206.289,96.969,202.767,306.029,581.195,167.427,1101.265,382.914,326.856,1085.33,515.87,329.573,359.556,1257.974,10769.768,1528.993,54.131,1272.718,73.46,173.786,262.329,257.073,297.959,1738.128,421.856,,184.14,836.889,34.983,2498.146,1530.717,54.031,244.925,1757.11,,361.853,3164.479,403.357,5495.611,230.614,380.399,5355.431,541.066,762.874,1309.64,1820.959,6567.796,1548.662,4772.461,5083.407,321.58,5622.101,1640.54,1100.722,5712.764,5318.639,3522.052,3078.749,325.596,88.817,1102.158,1253.756,6641.633,2636.98,728.568,5519.989,393.421,9445.225,956.333,2193.517,272.595,605.003,608.684,4183.855,596.471,1393.285,2133.048,2743.108,6298.341,9814.12,50.44,341.484,594.028,309.231,4535.287,81.303,45.595,107.615,67.935,116.16,1060.935,63.126,56.145,139.356,266.998,220.245,6461.111,799.447,84.896,470.326,179.181,4217.609,184.19,52.569,387.928,706.87,442.856,198.204,1541.144,4378.687,1901.164,65.986,128.752,2166.104,244.132,2884.327,97.738,210.02,894.996,90.232,148.687,
2017-01-01,Per capita spending ($US),5818.268,91.008,523.863,36.888,104.314,257.796,73.989,32.093,471.865,48.986,19.507,178.103,56.393,31.626,34.094,82.006,63.679,78.896,23.388,276.384,256.755,23.939,251.81,23.887,82.253,42.033,54.858,75.075,128.586,25.245,45.557,33.708,67.099,526.606,41.281,481.624,32.098,80.628,45.366,170.517,63.159,666.728,45.695,590.036,91.497,58.092,35.951,39.323,56.039,852.516,1188.992,2136.699,1371.715,281.322,223.917,726.927,5721.424,1428.307,464.771,843.877,442.191,338.687,479.988,360.939,455.818,279.11,228.749,77.893,189.876,331.624,577.75,178.695,1154.504,391.78,325.033,1054.06,522.321,346.942,320.984,1202.107,10914.194,1565.875,57.658,1192.384,68.615,187.019,260.505,213.544,303.513,1598.682,429.478,,187.302,769.703,39.147,2131.141,1458.751,54.865,245.272,1806.388,,367.41,3194.765,453.783,5597.871,210.81,380.131,5412.359,545.327,794.569,1366.027,1897.733,6616.601,1610.672,4781.609,5134.94,300.107,5800.603,1605.487,1110.643,5932.484,5458.366,3644.419,3118.958,297.839,88.23,1118.293,1282.119,6667.007,2776.825,706.768,5682.348,401.06,9328.899,1004.147,2254.534,272.44,671.946,626.429,4084.885,594.083,1364.461,2153.212,2817.31,6353.058,9904.803,51.98,353.442,640.562,313.142,4551.217,85.747,47.551,106.42,60.087,116.136,982.237,65.824,52.657,136.075,270.945,206.062,6446.634,714.501,83.861,508.682,183.303,4298.435,201.276,59.186,406.224,683.059,419.319,194.12,1484.923,4309.578,1975.603,63.814,135.463,2283.113,224.541,2971.601,92.679,219.274,1196.978,88.232,161.36,
2018-01-01,Per capita spending ($US),5912.193,91.66,550.538,34.639,99.522,255.827,65.353,35.976,438.843,41.909,20.182,181.178,60.794,53.121,32.701,77.614,45.1,76.765,19.224,259.854,247.434,24.015,245.565,24.869,87.257,41.62,57.817,79.94,132.087,22.361,41.959,34.747,65.647,549.944,42.464,455.965,31.452,66.102,50.41,138.888,69.49,699.788,40.721,598.532,57.85,56.291,36.894,43.239,56.405,901.324,1155.217,1947.629,1317.452,287.012,233.96,733.54,5801.565,1480.567,464.495,887.204,515.476,329.057,495.353,364.811,464.805,282.626,263.623,88.277,199.962,327.363,575.48,173.789,1248.865,407.023,350.602,999.42,511.922,360.906,418.88,1165.782,11076.709,1599.137,63.815,1090.894,67.044,171.67,249.32,223.067,296.727,1744.65,447.396,,189.213,625.659,41.519,1949.629,1301.625,39.166,239.154,1856.483,,387.72,3331.931,463.53,5686.289,199.82,376.704,5510.449,569.295,805.429,1475.622,1982.043,6713.56,1689.548,4786.491,5152.389,319.694,5912.712,1638.318,1143.206,6144.187,5327.325,3758.573,3155.996,282.774,72.72,1218.078,1364.504,6805.161,2836.128,777.71,5739.362,413.467,9098.276,1020.431,2349.337,270.194,761.214,642.682,4143.865,646.989,1398.477,2266.467,2885.47,6503.281,9862.069,55.968,355.856,601.148,329.014,4659.433,93.376,49.356,107.001,61.603,119.446,825.991,67.064,53.735,151.694,282.685,190.025,6514.01,752.798,94.92,551.296,245.169,4374.066,231.663,55.098,425.391,798.417,400.698,213.857,1383.203,4397.827,2046.503,64.148,141.389,2489.464,204.335,2847.094,84.54,218.127,925.785,106.43,173.057,
