iso3_code,year,value,condition,source,entity_name,value_annotation
COD,2022,59161422.61222045,Malaria,Domestic government,DR Congo,59.16 million
COD,2022,64158258.65978144,HIV/AIDS and other STDs,Domestic government,DR Congo,64.16 million
COD,2022,7687752.09847003,Injuries,External,DR Congo,7.69 million
COD,2022,1991032.7387636504,HIV/AIDS and other STDs,Private and out-of-pocket,DR Congo,1.99 million
COD,2022,3797756.9500917825,Tuberculosis,Domestic government,DR Congo,3.80 million
COD,2022,18363942.542466883,Tuberculosis,External,DR Congo,18.36 million
COD,2022,3799017.784677359,Tuberculosis,Private and out-of-pocket,DR Congo,3.80 million
COD,2022,28279008.735397577,Nutritional deficiencies,Domestic government,DR Congo,28.28 million
COD,2022,14613807.806424383,Maternal health,External,DR Congo,14.61 million
COD,2022,217487272.61268735,Malaria,External,DR Congo,217.49 million
COD,2022,19230246.04018055,Noncommunicable diseases,Private and out-of-pocket,DR Congo,19.23 million
COD,2022,95695934.37907064,Nutritional deficiencies,Private and out-of-pocket,DR Congo,95.70 million
COD,2022,104241979.77704372,HIV/AIDS and other STDs,External,DR Congo,104.24 million
COD,2022,116047309.41326864,Nutritional deficiencies,External,DR Congo,116.05 million
COD,2022,870003.8692591592,Injuries,Private and out-of-pocket,DR Congo,"870,004"
COD,2022,65566840.72642615,Noncommunicable diseases,External,DR Congo,65.57 million
COD,2022,207127151.75150776,Maternal health,Private and out-of-pocket,DR Congo,207.13 million
COD,2022,974962.056045754,Family planning,Private and out-of-pocket,DR Congo,"974,962"
COD,2022,8601922.785445232,Family planning,External,DR Congo,8.60 million
DJI,2017,55048.6483401026,Tuberculosis,Private and out-of-pocket,Djibouti,"55,049"
DJI,2017,3741532.122337795,Noncommunicable diseases,Private and out-of-pocket,Djibouti,3.74 million
DJI,2017,629369.8188149204,HIV/AIDS and other STDs,External,Djibouti,"629,370"
DJI,2017,6159307.351702954,Nutritional deficiencies,External,Djibouti,6.16 million
DJI,2017,1267497.4517187425,Tuberculosis,External,Djibouti,1.27 million
DJI,2017,1212016.0854024664,Injuries,External,Djibouti,1.21 million
DJI,2017,6389560.924238864,Noncommunicable diseases,Domestic government,Djibouti,6.39 million
DJI,2017,150054.7667887214,Malaria,Private and out-of-pocket,Djibouti,"150,055"
DJI,2017,804840.6780889387,Family planning,External,Djibouti,"804,841"
DJI,2017,397772.2717549098,Family planning,Private and out-of-pocket,Djibouti,"397,772"
DJI,2017,94201.25812825689,Tuberculosis,Domestic government,Djibouti,"94,201"
DJI,2017,660499.8566826155,Family planning,Domestic government,Djibouti,"660,500"
DJI,2017,2778096.95835421,Nutritional deficiencies,Domestic government,Djibouti,2.78 million
DJI,2017,93724.09481505728,HIV/AIDS and other STDs,Private and out-of-pocket,Djibouti,"93,724"
DJI,2017,1782829.5541648052,Nutritional deficiencies,Private and out-of-pocket,Djibouti,1.78 million
DJI,2017,4435437.8092140015,Injuries,Domestic government,Djibouti,4.44 million
DJI,2017,2591912.5813641944,Injuries,Private and out-of-pocket,Djibouti,2.59 million
DJI,2017,256779.5218800261,Malaria,Domestic government,Djibouti,"256,780"
DJI,2017,1745930.5870858731,Noncommunicable diseases,External,Djibouti,1.75 million
DJI,2017,70166.90066827433,Malaria,External,Djibouti,"70,167"
DJI,2017,223393.37438434295,HIV/AIDS and other STDs,Domestic government,Djibouti,"223,393"
EGY,2020,272203831.791501,Maternal health,Domestic government,Egypt,272.20 million
EGY,2020,22178.244389089643,Malaria,Domestic government,Egypt,"22,178"
EGY,2020,777.6671453006426,Malaria,External,Egypt,778
EGY,2020,25354999.572048873,Injuries,Private and out-of-pocket,Egypt,25.35 million
EGY,2020,0.0,Malaria,Private and out-of-pocket,Egypt,0
EGY,2020,594083.1877813407,Tuberculosis,Domestic government,Egypt,"594,083"
EGY,2020,84794447.3757215,Noncommunicable diseases,External,Egypt,84.79 million
EGY,2020,9537657.299230712,Maternal health,External,Egypt,9.54 million
EGY,2020,5481427.5306852665,Injuries,External,Egypt,5.48 million
EGY,2020,2662486.5938897775,Nutritional deficiencies,External,Egypt,2.66 million
EGY,2020,433271341.6636951,Nutritional deficiencies,Private and out-of-pocket,Egypt,433.27 million
EGY,2020,2820729736.1129317,Noncommunicable diseases,Domestic government,Egypt,2.82 billion
EGY,2020,5607714271.62783,Noncommunicable diseases,Private and out-of-pocket,Egypt,5.61 billion
EGY,2020,13933067.883955574,Maternal health,Private and out-of-pocket,Egypt,13.93 million
EGY,2020,163104779.18675682,Injuries,Domestic government,Egypt,163.10 million
EGY,2020,20485.38848172105,Tuberculosis,External,Egypt,"20,485"
EGY,2020,76628784.99695684,Nutritional deficiencies,Domestic government,Egypt,76.63 million
EGY,2020,329040.2077832989,Tuberculosis,Private and out-of-pocket,Egypt,"329,040"
SWZ,2019,9308180.006313322,Tuberculosis,Domestic government,Eswatini,9.31 million
SWZ,2019,7508300.034029992,Malaria,Domestic government,Eswatini,7.51 million
SWZ,2019,65022.79304118287,Nutritional deficiencies,External,Eswatini,"65,023"
SWZ,2019,652339.7792960139,Malaria,External,Eswatini,"652,340"
SWZ,2019,38765566.70994096,HIV/AIDS and other STDs,Domestic government,Eswatini,38.77 million
SWZ,2019,2140656.3588697626,Noncommunicable diseases,External,Eswatini,2.14 million
SWZ,2019,24577581.425535433,Noncommunicable diseases,Private and out-of-pocket,Eswatini,24.58 million
SWZ,2019,44769957.34583554,Noncommunicable diseases,Domestic government,Eswatini,44.77 million
SWZ,2019,4958923.375869406,Malaria,Private and out-of-pocket,Eswatini,4.96 million
SWZ,2019,4995754.14144743,Nutritional deficiencies,Private and out-of-pocket,Eswatini,5.00 million
SWZ,2019,8106954.63136166,Nutritional deficiencies,Domestic government,Eswatini,8.11 million
SWZ,2019,14590764.154374626,Tuberculosis,External,Eswatini,14.59 million
SWZ,2019,8183156.154457201,Injuries,Domestic government,Eswatini,8.18 million
SWZ,2019,2092679.1934351788,Injuries,Private and out-of-pocket,Eswatini,2.09 million
SWZ,2019,3737212.0580476034,Family planning,Domestic government,Eswatini,3.74 million
SWZ,2019,65253651.50232091,HIV/AIDS and other STDs,External,Eswatini,65.25 million
SWZ,2019,2660815.8098839736,HIV/AIDS and other STDs,Private and out-of-pocket,Eswatini,2.66 million
SWZ,2019,611100.8268830297,Tuberculosis,Private and out-of-pocket,Eswatini,"611,101"
SWZ,2019,1809458.249765805,Maternal health,Private and out-of-pocket,Eswatini,1.81 million
SWZ,2019,7165547.512772817,Maternal health,Domestic government,Eswatini,7.17 million
SWZ,2019,494728.9757628189,Family planning,External,Eswatini,"494,729"
SWZ,2019,782701.7154948668,Maternal health,External,Eswatini,"782,702"
SWZ,2019,46284.67681788727,Family planning,Private and out-of-pocket,Eswatini,"46,285"
ETH,2020,61146899.10348957,Nutritional deficiencies,External,Ethiopia,61.15 million
ETH,2020,127115312.0753204,HIV/AIDS and other STDs,External,Ethiopia,127.12 million
ETH,2020,47072243.16307361,Injuries,Domestic government,Ethiopia,47.07 million
ETH,2020,86950966.76674725,Malaria,External,Ethiopia,86.95 million
ETH,2020,7031626.397494553,Tuberculosis,Domestic government,Ethiopia,7.03 million
ETH,2020,127327374.36578734,Maternal health,External,Ethiopia,127.33 million
ETH,2020,358024916.96364135,Noncommunicable diseases,Domestic government,Ethiopia,358.02 million
ETH,2020,29545122.27237679,HIV/AIDS and other STDs,Private and out-of-pocket,Ethiopia,29.55 million
ETH,2020,55865888.4338567,Maternal health,Domestic government,Ethiopia,55.87 million
ETH,2020,46344758.62107275,Malaria,Domestic government,Ethiopia,46.34 million
ETH,2020,107151814.82082012,Tuberculosis,Private and out-of-pocket,Ethiopia,107.15 million
ETH,2020,29715190.519431416,Nutritional deficiencies,Private and out-of-pocket,Ethiopia,29.72 million
ETH,2020,37730678.07358166,Tuberculosis,External,Ethiopia,37.73 million
ETH,2020,10349488.644919269,Injuries,Private and out-of-pocket,Ethiopia,10.35 million
ETH,2020,66704067.15468729,Family planning,External,Ethiopia,66.70 million
ETH,2020,2522910.1155525963,Injuries,External,Ethiopia,2.52 million
ETH,2020,24026405.024570867,Noncommunicable diseases,External,Ethiopia,24.03 million
ETH,2020,48635217.63100979,Family planning,Domestic government,Ethiopia,48.64 million
ETH,2020,22890279.120579727,Maternal health,Private and out-of-pocket,Ethiopia,22.89 million
ETH,2020,622613685.3375808,Noncommunicable diseases,Private and out-of-pocket,Ethiopia,622.61 million
ETH,2020,77725598.8579372,HIV/AIDS and other STDs,Domestic government,Ethiopia,77.73 million
ETH,2020,57144883.2279279,Nutritional deficiencies,Domestic government,Ethiopia,57.14 million
ETH,2020,81695351.69646195,Malaria,Private and out-of-pocket,Ethiopia,81.70 million
ETH,2020,28593233.223082047,Family planning,Private and out-of-pocket,Ethiopia,28.59 million
GAB,2019,14220724.39217903,Injuries,Private and out-of-pocket,Gabon,14.22 million
GAB,2019,4470955.497288344,Tuberculosis,Domestic government,Gabon,4.47 million
GAB,2019,293670.79871766624,Maternal health,External,Gabon,"293,671"
GAB,2019,25717910.198947217,Malaria,Domestic government,Gabon,25.72 million
GAB,2019,311669.66181066836,Tuberculosis,External,Gabon,"311,670"
GAB,2019,1497055.035152051,Family planning,Domestic government,Gabon,1.50 million
GAB,2019,102289197.24698506,Noncommunicable diseases,Private and out-of-pocket,Gabon,102.29 million
GAB,2019,2575335.4214706924,Nutritional deficiencies,Domestic government,Gabon,2.58 million
GAB,2019,62732819.827356085,Maternal health,Domestic government,Gabon,62.73 million
GAB,2019,2559.3987082198887,Family planning,External,Gabon,"2,559"
GAB,2019,92587008.92178552,Noncommunicable diseases,Domestic government,Gabon,92.59 million
GAB,2019,20775957.60173257,HIV/AIDS and other STDs,Domestic government,Gabon,20.78 million
GAB,2019,36679.11194638016,Injuries,External,Gabon,"36,679"
GAB,2019,2003750.5318796071,Tuberculosis,Private and out-of-pocket,Gabon,2.00 million
GAB,2019,468211.6047601568,Nutritional deficiencies,Private and out-of-pocket,Gabon,"468,212"
GAB,2019,145122.2378083159,Malaria,External,Gabon,"145,122"
GAB,2019,233789.98439583392,Noncommunicable diseases,External,Gabon,"233,790"
GAB,2019,310729.36238000495,HIV/AIDS and other STDs,External,Gabon,"310,729"
GAB,2019,4449489.0386605095,HIV/AIDS and other STDs,Private and out-of-pocket,Gabon,4.45 million
GAB,2019,10978.779611302192,Nutritional deficiencies,External,Gabon,"10,979"
GAB,2019,1785572.6003142835,Family planning,Private and out-of-pocket,Gabon,1.79 million
GAB,2019,21436246.865515664,Maternal health,Private and out-of-pocket,Gabon,21.44 million
GAB,2019,22745095.01499077,Malaria,Private and out-of-pocket,Gabon,22.75 million
GAB,2019,15606655.490101945,Injuries,Domestic government,Gabon,15.61 million
GMB,2019,7051234.689542902,Noncommunicable diseases,Domestic government,Gambia,7.05 million
GMB,2019,1878835.8208723464,HIV/AIDS and other STDs,External,Gambia,1.88 million
GMB,2019,1396818.1679332275,Malaria,Domestic government,Gambia,1.40 million
GMB,2019,5898885.513428882,Malaria,External,Gambia,5.90 million
GMB,2019,1362427.541353318,Maternal health,Domestic government,Gambia,1.36 million
GMB,2019,2017222.9994584497,HIV/AIDS and other STDs,Domestic government,Gambia,2.02 million
GMB,2019,5448662.538478552,Family planning,Domestic government,Gambia,5.45 million
GMB,2019,881060.5469032498,Family planning,External,Gambia,"881,061"
GMB,2019,613363.7497937604,HIV/AIDS and other STDs,Private and out-of-pocket,Gambia,"613,364"
GMB,2019,278039.33083108545,Tuberculosis,External,Gambia,"278,039"
GMB,2019,3305576.035891792,Maternal health,External,Gambia,3.31 million
GMB,2019,33791.138616899116,Injuries,External,Gambia,"33,791"
GMB,2019,445281.6415425047,Noncommunicable diseases,External,Gambia,"445,282"
GMB,2019,832488.5524775431,Nutritional deficiencies,Domestic government,Gambia,"832,489"
GMB,2019,5538850.939583694,Noncommunicable diseases,Private and out-of-pocket,Gambia,5.54 million
GMB,2019,1123935.8753233324,Injuries,Private and out-of-pocket,Gambia,1.12 million
GMB,2019,1338748.7299433283,Nutritional deficiencies,External,Gambia,1.34 million
GMB,2019,2183610.904934739,Maternal health,Private and out-of-pocket,Gambia,2.18 million
GMB,2019,7878494.996208215,Malaria,Private and out-of-pocket,Gambia,7.88 million
GMB,2019,2017222.9994584497,Tuberculosis,Domestic government,Gambia,2.02 million
GMB,2019,71590.20869686882,Nutritional deficiencies,Private and out-of-pocket,Gambia,"71,590"
GEO,2019,7097728.653323963,HIV/AIDS and other STDs,Domestic government,Georgia,7.10 million
GEO,2019,274275882.24375266,Noncommunicable diseases,Domestic government,Georgia,274.28 million
GEO,2019,5456047.025903022,HIV/AIDS and other STDs,External,Georgia,5.46 million
GEO,2019,522152.10791286017,Tuberculosis,Domestic government,Georgia,"522,152"
GEO,2019,177000.71454673226,HIV/AIDS and other STDs,Private and out-of-pocket,Georgia,"177,001"
GEO,2019,269926.0896837667,Nutritional deficiencies,Private and out-of-pocket,Georgia,"269,926"
GEO,2019,16053964.809388615,Injuries,Private and out-of-pocket,Georgia,16.05 million
GEO,2019,2013383.1279690792,Tuberculosis,External,Georgia,2.01 million
GEO,2019,12553775.67922698,Maternal health,Domestic government,Georgia,12.55 million
GEO,2019,4425.017863668306,Malaria,Domestic government,Georgia,"4,425"
GEO,2019,6146349.812635277,Maternal health,Private and out-of-pocket,Georgia,6.15 million
GEO,2019,165694793.90505973,Noncommunicable diseases,Private and out-of-pocket,Georgia,165.69 million
GEO,2019,526577.1257765284,Tuberculosis,Private and out-of-pocket,Georgia,"526,577"
GEO,2019,39258758.48646521,Injuries,Domestic government,Georgia,39.26 million
GEO,2019,1269980.126872804,Nutritional deficiencies,Domestic government,Georgia,1.27 million
GEO,2019,8850.035727336612,Family planning,External,Georgia,"8,850"
GHA,2022,136724455.44581982,Malaria,Private and out-of-pocket,Ghana,136.72 million
GHA,2022,2356582.329191044,Maternal health,External,Ghana,2.36 million
GHA,2022,42308289.49277114,Malaria,External,Ghana,42.31 million
GHA,2022,579205.3624099414,Tuberculosis,Private and out-of-pocket,Ghana,"579,205"
GHA,2022,79873587.17784439,Nutritional deficiencies,Private and out-of-pocket,Ghana,79.87 million
GHA,2022,407227948.26652485,Noncommunicable diseases,Domestic government,Ghana,407.23 million
GHA,2022,28346.293699530965,Injuries,External,Ghana,"28,346"
GHA,2022,98507699.16710988,Nutritional deficiencies,Domestic government,Ghana,98.51 million
GHA,2022,156245161.7765098,Malaria,Domestic government,Ghana,156.25 million
GHA,2022,894526.2076301917,Tuberculosis,External,Ghana,"894,526"
GHA,2022,8503327.382621726,Nutritional deficiencies,External,Ghana,8.50 million
GHA,2022,7524566.961220443,Maternal health,Domestic government,Ghana,7.52 million
GHA,2022,66316912.16696485,Injuries,Domestic government,Ghana,66.32 million
GHA,2022,16154626.426430056,Noncommunicable diseases,External,Ghana,16.15 million
GHA,2022,1829608.75682994,Family planning,External,Ghana,1.83 million
GHA,2022,16775935.244910784,Maternal health,Private and out-of-pocket,Ghana,16.78 million
GHA,2022,5559596.658768917,HIV/AIDS and other STDs,Private and out-of-pocket,Ghana,5.56 million
GHA,2022,50119742.94158889,HIV/AIDS and other STDs,External,Ghana,50.12 million
GHA,2022,228799718.6439243,Noncommunicable diseases,Private and out-of-pocket,Ghana,228.80 million
GHA,2022,6425056.462453459,Tuberculosis,Domestic government,Ghana,6.43 million
GHA,2022,73870222.52308881,HIV/AIDS and other STDs,Domestic government,Ghana,73.87 million
GHA,2022,60719656.34036071,Injuries,Private and out-of-pocket,Ghana,60.72 million
GIN,2021,1113739.9274209172,Maternal health,Domestic government,Guinea,1.11 million
GIN,2021,2117425.9883822547,Noncommunicable diseases,External,Guinea,2.12 million
GIN,2021,51265946.05293305,Injuries,Private and out-of-pocket,Guinea,51.27 million
GIN,2021,6599472.242156435,Maternal health,Private and out-of-pocket,Guinea,6.60 million
GIN,2021,107127905.92273408,Malaria,Private and out-of-pocket,Guinea,107.13 million
GIN,2021,1826094.3105501544,Injuries,External,Guinea,1.83 million
GIN,2021,3672369.3083147416,Nutritional deficiencies,Private and out-of-pocket,Guinea,3.67 million
GIN,2021,14093666.3161831,Noncommunicable diseases,Domestic government,Guinea,14.09 million
GIN,2021,5432107.398925162,Nutritional deficiencies,External,Guinea,5.43 million
GIN,2021,8636672.229668261,Injuries,Domestic government,Guinea,8.64 million
GIN,2021,280134.3758322444,Tuberculosis,Domestic government,Guinea,"280,134"
GIN,2021,227996.63963305953,Maternal health,External,Guinea,"227,997"
GIN,2021,464629.034905136,Nutritional deficiencies,Domestic government,Guinea,"464,629"
GIN,2021,17970294.412424173,Malaria,Domestic government,Guinea,17.97 million
GIN,2021,61275743.9545513,Noncommunicable diseases,Private and out-of-pocket,Guinea,61.28 million
GIN,2021,3621379.76101595,HIV/AIDS and other STDs,Domestic government,Guinea,3.62 million
GIN,2021,1701365.4017068015,Family planning,Domestic government,Guinea,1.70 million
GIN,2021,2755604.4600075507,Tuberculosis,External,Guinea,2.76 million
GIN,2021,19514900.878777023,HIV/AIDS and other STDs,External,Guinea,19.51 million
GIN,2021,10671307.135987328,Family planning,Private and out-of-pocket,Guinea,10.67 million
GIN,2021,22432151.4305055,HIV/AIDS and other STDs,Private and out-of-pocket,Guinea,22.43 million
GIN,2021,42801837.810345694,Malaria,External,Guinea,42.80 million
GIN,2021,1763685.409446631,Tuberculosis,Private and out-of-pocket,Guinea,1.76 million
GIN,2021,10777942.376411175,Family planning,External,Guinea,10.78 million
GNB,2021,258731.5707482959,Family planning,Domestic government,Guinea-Bissau,"258,732"
GNB,2021,1316494.6432339405,Nutritional deficiencies,Domestic government,Guinea-Bissau,1.32 million
GNB,2021,526597.8572866954,Injuries,Domestic government,Guinea-Bissau,"526,598"
GNB,2021,456145.50708565355,Malaria,External,Guinea-Bissau,"456,146"
GNB,2021,658247.3216169702,Maternal health,Domestic government,Guinea-Bissau,"658,247"
GNB,2021,930679.096498926,Noncommunicable diseases,Domestic government,Guinea-Bissau,"930,679"
GNB,2021,3676615.323183416,HIV/AIDS and other STDs,External,Guinea-Bissau,3.68 million
GNB,2021,1731595.341814268,Maternal health,External,Guinea-Bissau,1.73 million
GNB,2021,4612302.348351243,Malaria,Domestic government,Guinea-Bissau,4.61 million
GNB,2021,2253.556007408386,Noncommunicable diseases,External,Guinea-Bissau,"2,254"
GNB,2021,584167.50602666,Tuberculosis,Domestic government,Guinea-Bissau,"584,168"
GNB,2021,3597674.859487221,Nutritional deficiencies,External,Guinea-Bissau,3.60 million
GNB,2021,3427152.645860918,Tuberculosis,External,Guinea-Bissau,3.43 million
GNB,2021,518304.4476860075,HIV/AIDS and other STDs,Domestic government,Guinea-Bissau,"518,304"
GNB,2021,554170.4784933479,Family planning,External,Guinea-Bissau,"554,170"
GNB,2021,776.3296201996687,Injuries,External,Guinea-Bissau,776
GUY,2019,1417676.409575379,Malaria,Private and out-of-pocket,Guyana,1.42 million
GUY,2019,5178.041184634135,Injuries,External,Guyana,"5,178"
GUY,2019,74378.34704415861,Tuberculosis,Private and out-of-pocket,Guyana,"74,378"
GUY,2019,1480942.289787146,HIV/AIDS and other STDs,Private and out-of-pocket,Guyana,1.48 million
GUY,2019,0.0,Nutritional deficiencies,External,Guyana,0
GUY,2019,484928.2402844689,Nutritional deficiencies,Domestic government,Guyana,"484,928"
GUY,2019,3595978.200334019,Family planning,Domestic government,Guyana,3.60 million
GUY,2019,276432.45450905367,Family planning,External,Guyana,"276,432"
GUY,2019,54091547.95695198,Noncommunicable diseases,Private and out-of-pocket,Guyana,54.09 million
GUY,2019,140082.0278313403,Nutritional deficiencies,Private and out-of-pocket,Guyana,"140,082"
GUY,2019,312781.54895638896,Noncommunicable diseases,External,Guyana,"312,782"
GUY,2019,14564280.618475651,Maternal health,Domestic government,Guyana,14.56 million
GUY,2019,2516641.0433768784,Malaria,Domestic government,Guyana,2.52 million
GUY,2019,4626.94965039914,Maternal health,Private and out-of-pocket,Guyana,"4,627"
GUY,2019,57283.492166594086,Malaria,External,Guyana,"57,283"
GUY,2019,9049671.90942896,HIV/AIDS and other STDs,Domestic government,Guyana,9.05 million
GUY,2019,55331958.49313542,Noncommunicable diseases,Domestic government,Guyana,55.33 million
GUY,2019,0.0,Family planning,Private and out-of-pocket,Guyana,0
GUY,2019,4061935.7490443615,HIV/AIDS and other STDs,External,Guyana,4.06 million
GUY,2019,11990830.13530189,Injuries,Private and out-of-pocket,Guyana,11.99 million
GUY,2019,122889.63684879342,Tuberculosis,External,Guyana,"122,890"
GUY,2019,884246.5971164351,Tuberculosis,Domestic government,Guyana,"884,247"
GUY,2019,22697453.057025257,Injuries,Domestic government,Guyana,22.70 million
GUY,2019,0.0,Maternal health,External,Guyana,0
HTI,2016,5084986.058275888,Maternal health,Domestic government,Haiti,5.08 million
HTI,2016,9383127.718839474,Malaria,External,Haiti,9.38 million
HTI,2016,15471355.391599365,Nutritional deficiencies,Private and out-of-pocket,Haiti,15.47 million
HTI,2016,147987.39301970502,Family planning,Domestic government,Haiti,"147,987"
HTI,2016,903326.1266621802,Tuberculosis,Domestic government,Haiti,"903,326"
HTI,2016,27399278.05858682,Noncommunicable diseases,External,Haiti,27.40 million
HTI,2016,15557501.739482572,Maternal health,Private and out-of-pocket,Haiti,15.56 million
HTI,2016,13691710.792811234,Nutritional deficiencies,External,Haiti,13.69 million
HTI,2016,130870.26880391673,Family planning,Private and out-of-pocket,Haiti,"130,870"
HTI,2016,2535478.9150603004,Malaria,Private and out-of-pocket,Haiti,2.54 million
HTI,2016,0.0,Tuberculosis,Private and out-of-pocket,Haiti,0
HTI,2016,2228207.777767188,Family planning,External,Haiti,2.23 million
HTI,2016,279814.1317615146,Tuberculosis,External,Haiti,"279,814"
HTI,2016,74191068.4560935,Noncommunicable diseases,Private and out-of-pocket,Haiti,74.19 million
HTI,2016,4784837.188341525,Nutritional deficiencies,Domestic government,Haiti,4.78 million
HTI,2016,20418489.312590312,Maternal health,External,Haiti,20.42 million
HTI,2016,0.0,HIV/AIDS and other STDs,Private and out-of-pocket,Haiti,0
HTI,2016,48923784.28177765,Injuries,External,Haiti,48.92 million
HTI,2016,828723.9287783208,Malaria,Domestic government,Haiti,"828,724"
HTI,2016,140279760.92149886,HIV/AIDS and other STDs,External,Haiti,140.28 million
HTI,2016,23227738.15143109,Noncommunicable diseases,Domestic government,Haiti,23.23 million
HTI,2016,4581389.80503269,HIV/AIDS and other STDs,Domestic government,Haiti,4.58 million
HTI,2016,76906281.11943138,Injuries,Private and out-of-pocket,Haiti,76.91 million
HTI,2016,7865809.497771824,Injuries,Domestic government,Haiti,7.87 million
KEN,2019,20858540.479820643,Tuberculosis,External,Kenya,20.86 million
KEN,2019,79583382.79412076,Injuries,Domestic government,Kenya,79.58 million
KEN,2019,312389636.5152282,Noncommunicable diseases,Domestic government,Kenya,312.39 million
KEN,2019,43813287.99606221,Family planning,Domestic government,Kenya,43.81 million
KEN,2019,304016747.39422196,Maternal health,Private and out-of-pocket,Kenya,304.02 million
KEN,2019,206517430.3490489,HIV/AIDS and other STDs,Domestic government,Kenya,206.52 million
KEN,2019,43652691.45553248,Tuberculosis,Domestic government,Kenya,43.65 million
KEN,2019,64950420.39997143,HIV/AIDS and other STDs,Private and out-of-pocket,Kenya,64.95 million
KEN,2019,39605088.9209728,Malaria,External,Kenya,39.61 million
KEN,2019,21416213.137028165,Tuberculosis,Private and out-of-pocket,Kenya,21.42 million
KEN,2019,148248055.9500353,Malaria,Private and out-of-pocket,Kenya,148.25 million
KEN,2019,57307852.7951684,Nutritional deficiencies,Domestic government,Kenya,57.31 million
KEN,2019,506617.198508963,Injuries,External,Kenya,"506,617"
KEN,2019,557032784.2825626,HIV/AIDS and other STDs,External,Kenya,557.03 million
KEN,2019,62953353.33820691,Family planning,Private and out-of-pocket,Kenya,62.95 million
KEN,2019,18897049.784714375,Noncommunicable diseases,External,Kenya,18.90 million
KEN,2019,131013969.25327,Malaria,Domestic government,Kenya,131.01 million
KEN,2019,295404679.05897474,Maternal health,Domestic government,Kenya,295.40 million
KEN,2019,6146911.860452269,Family planning,External,Kenya,6.15 million
KEN,2019,142045685.60199964,Nutritional deficiencies,Private and out-of-pocket,Kenya,142.05 million
KEN,2019,67640269.08924936,Injuries,Private and out-of-pocket,Kenya,67.64 million
KEN,2019,13133321.193213996,Nutritional deficiencies,External,Kenya,13.13 million
KEN,2019,11242515.581949351,Maternal health,External,Kenya,11.24 million
KEN,2019,187273287.36031547,Noncommunicable diseases,Private and out-of-pocket,Kenya,187.27 million
KGZ,2016,219771.8871711353,Nutritional deficiencies,External,Kyrgyz Republic,"219,772"
KGZ,2016,1711852.1707495947,Maternal health,External,Kyrgyz Republic,1.71 million
KGZ,2016,16.81777945312949,Malaria,External,Kyrgyz Republic,17
KGZ,2016,5555344.437270199,HIV/AIDS and other STDs,External,Kyrgyz Republic,5.56 million
KGZ,2016,6548876.922792603,Noncommunicable diseases,External,Kyrgyz Republic,6.55 million
KGZ,2016,11156538.234576195,Injuries,Domestic government,Kyrgyz Republic,11.16 million
KGZ,2016,985756.388480672,Injuries,Private and out-of-pocket,Kyrgyz Republic,"985,756"
KGZ,2016,11343237.873373492,Tuberculosis,Domestic government,Kyrgyz Republic,11.34 million
KGZ,2016,168502.1706724753,Tuberculosis,Private and out-of-pocket,Kyrgyz Republic,"168,502"
KGZ,2016,1241764.0871975347,Nutritional deficiencies,Private and out-of-pocket,Kyrgyz Republic,1.24 million
KGZ,2016,112165814.70211002,Noncommunicable diseases,Domestic government,Kyrgyz Republic,112.17 million
KGZ,2016,32315377.38031896,Maternal health,Domestic government,Kyrgyz Republic,32.32 million
KGZ,2016,2467423.6095974506,Tuberculosis,External,Kyrgyz Republic,2.47 million
KGZ,2016,4860472.684524879,Nutritional deficiencies,Domestic government,Kyrgyz Republic,4.86 million
KGZ,2016,424.2089102639226,Malaria,Domestic government,Kyrgyz Republic,424
KGZ,2016,591298.9640308648,Injuries,External,Kyrgyz Republic,"591,299"
KGZ,2016,2139573.163954163,Maternal health,Private and out-of-pocket,Kyrgyz Republic,2.14 million
KGZ,2016,227.68299197267524,Malaria,Private and out-of-pocket,Kyrgyz Republic,228
KGZ,2016,5071347.620711553,HIV/AIDS and other STDs,Domestic government,Kyrgyz Republic,5.07 million
KGZ,2016,464695.4697031145,HIV/AIDS and other STDs,Private and out-of-pocket,Kyrgyz Republic,"464,695"
KGZ,2016,12175541.78967877,Noncommunicable diseases,Private and out-of-pocket,Kyrgyz Republic,12.18 million
KGZ,2016,0.0,Family planning,Private and out-of-pocket,Kyrgyz Republic,0
LBR,2020,4253039.683664178,Tuberculosis,Domestic government,Liberia,4.25 million
LBR,2020,7081489.651808619,Noncommunicable diseases,Domestic government,Liberia,7.08 million
LBR,2020,326229.39151015744,Injuries,External,Liberia,"326,229"
LBR,2020,46599144.11003229,Noncommunicable diseases,Private and out-of-pocket,Liberia,46.60 million
LBR,2020,92382351.96870898,Malaria,Private and out-of-pocket,Liberia,92.38 million
LBR,2020,10865199.936252052,HIV/AIDS and other STDs,Domestic government,Liberia,10.87 million
LBR,2020,189550.44852588492,Family planning,Domestic government,Liberia,"189,550"
LBR,2020,23062944.602327213,Malaria,External,Liberia,23.06 million
LBR,2020,12006862.530594422,HIV/AIDS and other STDs,External,Liberia,12.01 million
LBR,2020,4872309.841422953,Maternal health,External,Liberia,4.87 million
LBR,2020,11062946.373371417,Family planning,Private and out-of-pocket,Liberia,11.06 million
LBR,2020,584934.3366791736,Nutritional deficiencies,External,Liberia,"584,934"
LBR,2020,3389881.0768907154,Tuberculosis,External,Liberia,3.39 million
LBR,2020,8247753.765583264,Nutritional deficiencies,Domestic government,Liberia,8.25 million
LBR,2020,10331577.092301734,Nutritional deficiencies,Private and out-of-pocket,Liberia,10.33 million
